customer_id,first_name,last_name,gender,dob,email,phone,city,state,advisor_id,risk_profile,annual_income,status,source_system,batch_id,load_date,record_created_ts,record_updated_ts
CUST00043,Ladli,Mall,Female,1994-02-26,fkrishnan@example.com,+916664847319,Panvel,Arunachal Pradesh,ADV0007,Medium,1213103,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.647918,2026-07-16 11:10:43.647918
CUST00044,Inaya,Kapur,Male,1988-03-31,balasubramanianyug@example.org,+918487560384,Jamnagar,Haryana,ADV0018,Low,1615353,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.647994,2026-07-16 11:10:43.647994
CUST00045,Jonathan,Solanki,Male,1989-05-14,udyatikunda@example.com,+916215359682,Medininagar,Punjab,ADV0019,Medium,2409107,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.648053,2026-07-16 11:10:43.648053
CUST00046,Ishwar,Gade,Male,2006-06-29,baldevika@example.net,+916244295904,Sikar,Tamil Nadu,ADV0017,Low,1079406,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.648114,2026-07-16 11:10:43.648114
CUST00047,Rushil,Borra,Male,1984-11-17,harshmitra@example.net,+918555656321,Buxar,Uttar Pradesh,ADV0003,High,1286516,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.648173,2026-07-16 11:10:43.648173
CUST00048,Benjamin,Palan,Female,1981-06-09,ekapad85@example.org,+916514909066,Unnao,Bihar,ADV0019,Low,2728162,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.648231,2026-07-16 11:10:43.648231
CUST00049,Rachita,Pathak,Male,1987-05-27,bdua@example.org,+918660223333,Tadepalligudem,Uttar Pradesh,ADV0003,Medium,2748099,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.648296,2026-07-16 11:10:43.648296
CUST00050,Veda,Shroff,Female,1975-10-20,ekantika31@example.com,+917119980130,Latur,Tripura,ADV0007,High,1617782,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.648356,2026-07-16 11:10:43.648356
CUST00051,Ucchal,Raghavan,Male,1970-01-18,lnair@example.com,+917140805649,Raichur,Uttar Pradesh,ADV0013,Low,1558278,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.648411,2026-07-16 11:10:43.648411
CUST00052,Aarna,Oak,Female,1966-10-04,advaith83@example.org,+917357970698,Vellore,Meghalaya,ADV0003,Low,2222188,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.648469,2026-07-16 11:10:43.648469
CUST00053,Wridesh,Soni,Male,1988-01-01,ysem@example.org,+916314652384,Durg,Haryana,ADV0018,Low,2421834,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.648537,2026-07-16 11:10:43.648537
CUST00054,Nidhi,Kohli,Female,1968-04-18,urvashi88@example.com,+916568896616,Jamalpur,Karnataka,ADV0012,Low,1324603,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.648604,2026-07-16 11:10:43.648604
CUST00055,Indira,Setty,Female,1966-04-02,vihaan13@example.com,+917224011538,Jorhat,Tripura,ADV0006,Medium,2578421,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.648664,2026-07-16 11:10:43.648664
CUST00056,Qasim,Handa,Female,1963-02-02,umalhotra@example.net,+918627135980,Salem,Uttarakhand,ADV0017,Low,2626170,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.648720,2026-07-16 11:10:43.648720
CUST00057,Rishi,Minhas,Female,1963-09-25,chasmumatwal@example.net,+918849232839,Panipat,Arunachal Pradesh,ADV0004,Low,1409250,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.648778,2026-07-16 11:10:43.648778
CUST00058,Chatura,Master,Male,1990-12-27,vrittichauhan@example.org,+919821286999,Nandyal,Meghalaya,ADV0004,High,2620388,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.648842,2026-07-16 11:10:43.648842
CUST00059,Ridhi,Oak,Male,1961-03-25,krishnanvanya@example.org,+917169726681,Rewa,Meghalaya,ADV0010,High,1183444,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.648899,2026-07-16 11:10:43.648899
CUST00060,Ethan,Bera,Female,1959-05-04,frederick31@example.net,+916874443787,Medininagar,Punjab,ADV0009,High,2349051,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.648956,2026-07-16 11:10:43.648956
CUST00061,Upkaar,Virk,Female,1972-08-07,lmishra@example.com,+919888390599,Jehanabad,Punjab,ADV0002,Low,2960381,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.649066,2026-07-16 11:10:43.649066
CUST00062,Darpan,Chaudhary,Female,2005-07-01,siddharthlalla@example.net,+919562022940,Sangli-Miraj & Kupwad,Haryana,ADV0009,Low,314871,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.649168,2026-07-16 11:10:43.649168
CUST00063,Oscar,Borde,Female,1959-08-14,sseshadri@example.net,+919311931853,Jalna,Arunachal Pradesh,ADV0005,High,1398720,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.649254,2026-07-16 11:10:43.649254
CUST00064,Vincent,Mani,Male,1991-07-17,rbobal@example.org,+919183562527,Giridih,Sikkim,ADV0015,High,2093848,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.649353,2026-07-16 11:10:43.649353
CUST00065,Rudra,Sandal,Male,1957-03-12,manthanlata@example.org,+916480494664,Allahabad,Goa,ADV0003,High,925178,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.649444,2026-07-16 11:10:43.649444
CUST00066,Damyanti,Mani,Male,1976-01-04,smodi@example.com,+919584558315,Orai,Nagaland,ADV0012,High,2617458,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.649562,2026-07-16 11:10:43.649562
CUST00067,Wakeeta,Sarma,Male,1955-03-16,sankaranekantika@example.net,+917845919895,Indore,Assam,ADV0005,Low,1592929,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.649659,2026-07-16 11:10:43.649659
CUST00068,Veer,Bail,Female,2008-07-06,banjeet27@example.net,+919861096073,Alwar,Goa,ADV0002,Medium,1181124,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.649765,2026-07-16 11:10:43.649765
CUST00069,Rajata,Swamy,Male,2006-09-29,apall@example.com,+918864457210,Vasai-Virar,West Bengal,ADV0004,Medium,2648321,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.649870,2026-07-16 11:10:43.649870
CUST00070,Naveen,Narayan,Female,1974-05-31,qmani@example.com,+918665720874,Malda,Assam,ADV0005,Low,981581,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.649985,2026-07-16 11:10:43.649985
CUST00071,Divya,Krishnan,Male,1969-04-15,avarkey@example.net,+919785653776,Haridwar,Arunachal Pradesh,ADV0014,Low,1052293,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.650081,2026-07-16 11:10:43.650081
CUST00072,Raghav,Vasa,Female,1971-07-10,wsathe@example.org,+919360324392,Shimoga,Nagaland,ADV0014,High,1340888,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.650179,2026-07-16 11:10:43.650179
CUST00073,Karan,Mani,Female,1975-12-13,bdara@example.net,+916683749521,Kozhikode,Jharkhand,ADV0004,Medium,462422,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.650272,2026-07-16 11:10:43.650272
CUST00074,Akshay,Reddy,Female,1955-12-11,shenoyjacob@example.net,+916955345537,Panchkula,Tamil Nadu,ADV0007,Medium,1766573,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.650412,2026-07-16 11:10:43.650412
CUST00075,Bishakha,Upadhyay,Female,1991-06-15,esubramanian@example.org,+919524176919,Suryapet,Chhattisgarh,ADV0008,Low,399255,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.651628,2026-07-16 11:10:43.651628
CUST00076,Leela,Halder,Male,2004-01-03,ekarajmajumdar@example.com,+917711398352,Guna,Himachal Pradesh,ADV0011,Medium,591171,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.651838,2026-07-16 11:10:43.651838
CUST00077,Aarnav,Mandal,Female,1992-08-25,cdixit@example.net,+917508161137,Hapur,Karnataka,ADV0017,Medium,2549051,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.651951,2026-07-16 11:10:43.651951
CUST00078,Krishna,Shah,Female,2004-08-23,williamrajagopal@example.org,+916118543408,Varanasi,Karnataka,ADV0004,Medium,1048967,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.652070,2026-07-16 11:10:43.652070
CUST00079,Urvashi,Raj,Female,1972-12-06,warhibansal@example.org,+916164313410,Salem,West Bengal,ADV0004,High,2122692,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.652174,2026-07-16 11:10:43.652174
CUST00080,Ria,Chaudhry,Female,1981-01-16,uaurora@example.org,+919129077209,Bhatpara,Assam,ADV0011,Medium,2842624,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.652273,2026-07-16 11:10:43.652273
CUST00081,Upasna,Lanka,Male,1970-03-05,vbuch@example.net,+917654401763,Ratlam,Rajasthan,ADV0019,Low,1368383,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.652383,2026-07-16 11:10:43.652383
CUST00082,Vinaya,Banik,Male,1986-05-08,bhavnakaran@example.net,+919044209616,Raebareli,Bihar,ADV0014,Low,2480703,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.652547,2026-07-16 11:10:43.652547
CUST00083,Harish,Sawhney,Male,1960-03-09,ayush05@example.org,+917564319318,Secunderabad,Kerala,ADV0014,Low,1684959,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.652664,2026-07-16 11:10:43.652664
CUST00084,Raagini,Dhingra,Female,1964-09-13,kgole@example.org,+918849227494,Phagwara,West Bengal,ADV0004,High,1559642,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.652770,2026-07-16 11:10:43.652770
CUST00085,Lavanya,Khosla,Female,1979-05-28,vincentshenoy@example.net,+918864283209,Jaunpur,Himachal Pradesh,ADV0014,Medium,1987789,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.652896,2026-07-16 11:10:43.652896
CUST00086,Aditya,Shroff,Female,2002-10-23,ethansathe@example.com,+918381183483,Khandwa,Tamil Nadu,ADV0005,Low,2063479,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.653009,2026-07-16 11:10:43.653009
CUST00087,Zashil,Shan,Female,1999-07-26,leenasubramanian@example.org,+918909058412,Eluru,Odisha,ADV0006,High,2687000,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.653121,2026-07-16 11:10:43.653121
CUST00088,Jagrati,Merchant,Female,2008-02-12,anthony64@example.org,+917744079573,Medininagar,Telangana,ADV0018,Low,1574543,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.653229,2026-07-16 11:10:43.653229
CUST00089,Watika,Mangat,Female,1995-07-14,indirakanda@example.net,+916902727745,Udupi,Himachal Pradesh,ADV0014,High,2844523,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.653368,2026-07-16 11:10:43.653368
CUST00090,Laksh,Chatterjee,Female,2002-12-08,moreridhi@example.org,+917997109065,Mira-Bhayandar,Assam,ADV0015,Medium,1196328,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.654894,2026-07-16 11:10:43.654894
CUST00091,Chakrika,Narain,Female,1993-11-22,saideo@example.net,+919409067573,Bettiah,Mizoram,ADV0006,High,655658,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.655101,2026-07-16 11:10:43.655101
CUST00092,Anjali,Gala,Female,1965-06-10,vmerchant@example.com,+918213849513,Bhind,Assam,ADV0020,Medium,691694,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.655212,2026-07-16 11:10:43.655212
CUST00093,Lohit,Kara,Male,2000-06-05,fpau@example.com,+918889635392,Bilaspur,Nagaland,ADV0010,Low,1135211,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.655346,2026-07-16 11:10:43.655346
CUST00094,Jatin,Sha,Male,1971-12-01,lakshmi51@example.net,+916104906255,Chittoor,Andhra Pradesh,ADV0002,Low,2292866,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.655453,2026-07-16 11:10:43.655453
CUST00095,Falak,Kant,Male,1988-02-07,pmittal@example.com,+917955997540,Kolhapur,Arunachal Pradesh,ADV0014,High,2714538,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.655566,2026-07-16 11:10:43.655566
CUST00096,Baljiwan,Modi,Male,2008-04-20,chatterjeewahab@example.net,+919085272193,Munger,Manipur,ADV0013,Medium,1976265,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.655670,2026-07-16 11:10:43.655670
CUST00097,Kamala,Zachariah,Male,1974-11-06,oeshichaudhary@example.com,+916633814084,Parbhani,Arunachal Pradesh,ADV0001,Low,2083192,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.656620,2026-07-16 11:10:43.656620
CUST00098,Kamala,Kalla,Male,1976-04-03,jananichaudhary@example.net,+916755427535,Tinsukia,Rajasthan,ADV0017,Medium,510631,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.656760,2026-07-16 11:10:43.656760
CUST00099,Jagrati,Bhat,Male,1973-08-18,jasonsha@example.org,+919940503685,Kavali,Andhra Pradesh,ADV0004,Medium,859264,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.656893,2026-07-16 11:10:43.656893
CUST00100,Chandresh,Nath,Female,1964-08-31,sameshbiswas@example.net,+918867224513,Dharmavaram,Gujarat,ADV0017,High,2797508,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.656998,2026-07-16 11:10:43.656998
CUST00101,Viraj,Narasimhan,Female,1995-06-14,malhotramaanav@example.org,+919243774098,Akola,Bihar,ADV0015,High,2417193,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.657109,2026-07-16 11:10:43.657109
CUST00102,Atharv,Deep,Female,1951-05-26,ekiyababu@example.org,+919567267411,Faridabad,Chhattisgarh,ADV0018,Medium,967556,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.657182,2026-07-16 11:10:43.657182
CUST00103,Oviya,Vora,Female,1957-02-16,sonisaumya@example.com,+917933034905,Bidhannagar,Mizoram,ADV0009,Low,2974545,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.657249,2026-07-16 11:10:43.657249
CUST00104,Timothy,Bassi,Female,1992-09-19,tara00@example.com,+919289144721,Purnia,Sikkim,ADV0017,Medium,2928773,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.657322,2026-07-16 11:10:43.657322
CUST00105,Hritik,Swaminathan,Male,1991-11-10,fborah@example.com,+917179387055,Amritsar,Chhattisgarh,ADV0015,Low,1498430,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.657383,2026-07-16 11:10:43.657383
CUST00106,Anvi,Nair,Male,1972-08-18,sudiksha89@example.com,+917167007513,Raipur,West Bengal,ADV0011,Medium,2565562,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.657445,2026-07-16 11:10:43.657445
CUST00107,Tanveer,Sani,Male,1976-09-23,odikanori@example.com,+916594312071,Vijayanagaram,Telangana,ADV0005,Low,1906566,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.657629,2026-07-16 11:10:43.657629
CUST00108,Girish,Munshi,Male,1975-04-16,kavya27@example.org,+919034047118,Guwahati,Assam,ADV0007,Low,2040082,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.657744,2026-07-16 11:10:43.657744
CUST00109,Rachana,Char,Female,1993-09-22,kalpit80@example.net,+917421124738,Bhilai,Maharashtra,ADV0018,Medium,2043883,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.657860,2026-07-16 11:10:43.657860
CUST00110,Irya,Sampath,Male,2000-11-20,manidevika@example.com,+916888346940,Gangtok,Mizoram,ADV0014,Medium,2749806,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:43.657964,2026-07-16 11:10:43.657964
